abduct-eq-vars/ob01	unknown
abduct-eq-vars/ob02	unsat
abduct-eq-zero/ob01	unknown
abduct-eq-zero/ob02	unsat
abduct-negativity/ob01	unknown
abduct-negativity/ob02	unsat
abduct-pred/ob01	unknown
abduct-pred/ob02	unsat
abduct-relational/ob01	unknown
abduct-relational/ob02	unsat
abduct-sign/ob01	unknown
abduct-sign/ob02	unsat
abduct-spec-len/ob01	unknown
abduct-spec-len/ob02	unsat
error-disequality/ob01	unknown
error-disequality/ob02	unsat
noabduct-false/ob01	unknown
noabduct-false/ob02	unsat
verify-arith/ob01	unsat
diff/ob01	unsat
diff/ob02	unsat
diff/ob03	unsat
