# #64 — native false-SAT closed. Native-only lu-kb sweep, 209 rows.
# Driver: adsmt-ir-lukb/examples/lukb_solve (no delegation).
#
# VERDICTS ROW-IDENTICAL to the N5 sweep: 92 unsat / 117 unknown, 0 changes.
# A backstop can only move verdicts toward `unknown`, and none moved — the
# atom this arms on was already costing those rows a verdict further down.
#
# THE REASON HISTOGRAM IS WHERE THE INFORMATION IS:
#
#   reason                                    N5      #64
#   theory atom without interpretation        58       47
#   LIA: arithmetic equality not representable  0       70
#   DPLL(T) refinement bound                  56        1
#   quantifier not reached                     3        3
#
# So "wall B = 56 rows stuck on the refinement bound" was largely a SYMPTOM.
# Those rows dropped an arithmetic equality silently — both backstops
# disarmed — and then failed later for a different reason. They now abstain
# at the real cause. Any proposal aimed at the refinement bound should be
# re-derived against this histogram rather than the N5 one.
#
# The defect itself: `Add(a,a) = a + a` with `a = 1` and goal `Add(a,a) = 2`
# answered `sat` (a fabricated counterexample) against `unsat` from z3 AND
# cvc5. `linearize` returns None on the UF-wrapped side, so
# `arith_atom_arity` — which needs BOTH sides — answers None and the
# `note_incomplete` backstop never armed; the atom is equality-shaped, so
# polite's `uninterpreted` backstop (guarded on `!is_eq_shaped`) did not arm
# either. Fourth recurrence of `feedback_soundness_opaque_fallback`, first on
# the native path.
linear-euf-2/ob03	unknown	# engine: LIA: arithmetic equality `(ka@ = %I (as_type (%%choose%%0 INT a!) INT))` not representable
linear-euf-2/ob04	unknown	# engine: LIA: arithmetic equality `(ka@ = %I (as_type (%%choose%%1 INT a!) INT))` not representable
linear-euf-2/ob05	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
linear-euf-2/ob06	unsat	# verified natively
linear-euf-2/ob07	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>=, LRA:>=]
linear-euf-2/ob08	unknown	# engine: assertion set contains a quantifier nested in propositional structure that the ground instantiation loop does not reach; the propositional model leaves the quantifier atom uninterpreted, so satisfiability cannot be claimed
linear-euf-2/ob09	unsat	# verified natively
linear-euf-2/ob10	unsat	# verified natively
linear-euf-3/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
linear-euf-3/ob02	unsat	# verified natively
linear-euf-3/ob03	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
linear-euf-3/ob04	unsat	# verified natively
linear-euf-3/ob05	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
linear-euf-3/ob06	unknown	# engine: LIA: arithmetic equality `(r! = Add a! b!)` not representable
linear-euf-3/ob07	unknown	# engine: theory-infeasible boolean models persisted past the native DPLL(T) refinement bound
linear-euf-3/ob08	unsat	# verified natively
noabduct-false/ob01	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
noabduct-false/ob02	unsat	# verified natively
nonlinear-1/ob01	unsat	# verified natively
nonlinear-2/ob01	unsat	# verified natively
nonlinear-2/ob02	unsat	# verified natively
nonlinear-2/ob03	unsat	# verified natively
nonlinear-2/ob04	unsat	# verified natively
nonlinear-2/ob05	unsat	# verified natively
nonlinear-2/ob06	unsat	# verified natively
nonlinear-2/ob07	unknown	# engine: LIA: arithmetic equality `(r! = Mul x! x!)` not representable
nonlinear-2/ob08	unsat	# verified natively
nonlinear-2/ob09	unsat	# verified natively
nonlinear-3/ob01	unknown	# engine: LIA: arithmetic equality `(tmp%1 = Mul x! x!)` not representable
nonlinear-3/ob02	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
nonlinear-3/ob03	unsat	# verified natively
nonlinear-3/ob04	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>=, LRA:>=]
nonlinear-3/ob05	unsat	# verified natively
nonlinear-3/ob06	unsat	# verified natively
seq-vstd-1/ob01	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-1/ob02	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-1/ob03	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<, LIA:>=, LRA:>=]
seq-vstd-1/ob04	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-1/ob05	unknown	# engine: LIA: arithmetic equality `(%I (vstd!seq.Seq.index.? $ INT (vstd!seq.Seq.update.? $ INT (Poly%vstd!seq.Seq<int.>. s!) (I i!) (I v!)) (I i!)) = v!)` not representable
seq-vstd-1/ob06	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-1/ob07	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-1/ob08	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-1/ob09	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-1/ob10	unsat	# verified natively
seq-vstd-2/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-2/ob02	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-2/ob03	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<, LIA:>=, LRA:>=]
seq-vstd-2/ob04	unknown	# engine: LIA: arithmetic equality `(tmp%%$6@ = vstd!seq.Seq.len.? $ INT tmp%7)` not representable
seq-vstd-2/ob05	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-2/ob06	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-2/ob07	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
seq-vstd-2/ob08	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=]
seq-vstd-2/ob09	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-2/ob10	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-2/ob11	unsat	# verified natively
seq-vstd-3/ob01	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-3/ob02	unsat	# verified natively
seq-vstd-3/ob03	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-3/ob04	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-3/ob05	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-3/ob06	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-3/ob07	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:<=, LRA:<=, LIA:<, LRA:<]
seq-vstd-3/ob08	unknown	# engine: LIA: arithmetic equality `(tmp%%$5@ = vstd!seq.Seq.len.? $ INT tmp%12)` not representable
seq-vstd-3/ob09	unknown	# engine: LIA: arithmetic equality `(SZ = const_int (CONST_INT SZ))` not representable
seq-vstd-3/ob10	unsat	# verified natively
seq-vstd-3/ob11	unsat	# verified natively
verify-arith/ob01	unknown	# engine: native theory abstraction: a theory atom was assigned without theory interpretation [LIA:>, LRA:>]
